Position_1,Position_2,Position_3,Amplitude_1,Amplitude_2,Amplitude_3,Frame,Time,SisterPairID,SisterID,movieID
0.189887971724688,-2.85185761898234,-3.72436770368998,0.0151121564564623,0.00882129699727787,0.0231454789847737,1,0,1,1,6
0.292643814845217,-2.75659403206514,-3.87769322687539,0.0172233277496358,0.00998304753874977,0.0262213522680502,2,4.1,1,1,6
0.338360277266987,-2.85977028108598,-3.89933141533164,0.0154485812374896,0.00900458337588261,0.0236807843688886,3,8.2,1,1,6
0.392857848702448,-3.03686661143838,-4.06276288478326,0.0146461916654698,0.00840988406330255,0.0219273361274679,4,12.3,1,1,6
0.429751500165213,-3.05328018274944,-4.04708627009726,0.0192515959432917,0.0109069717939423,0.0283450133700126,5,16.4,1,1,6
0.284853539990033,-2.92643765973175,-4.08519851462099,0.0181502729371355,0.0102586881643633,0.0266450114852572,6,20.5,1,1,6
0.233544621602082,-3.13591488034112,-4.05838297467627,0.0184267666275924,0.010871159954813,0.028685014783352,7,24.6,1,1,6
0.118003969236685,-3.1999207053749,-4.3061560598796,0.0166573082395975,0.0100441505441705,0.026706381334509,8,28.7,1,1,6
0.0762213689917165,-3.18075986347008,-4.30094176656857,0.0172507393419668,0.0110843666592242,0.0301557670815788,9,32.8,1,1,6
0.107454977021531,-3.16154040411521,-4.09517791069822,0.0150044372933341,0.0100948044599696,0.0278387862448005,10,36.9,1,1,6
-0.0814442881348128,-3.11029608522953,-4.20278979053818,0.013767643832396,0.0089382694889867,0.0243792231579937,11,41,1,1,6
0.00337978427858546,-3.22262522919084,-4.05342093466967,0.0124765851191057,0.00826419606915143,0.0227246091410272,12,45.1,1,1,6
-0.16741559906517,-3.17872062600882,-3.76754418920489,0.0119299107471937,0.00749699445084467,0.0207150354570849,13,49.2,1,1,6
-0.26362000430545,-2.96087007513972,-3.68771157527948,0.0125388984331802,0.00814613438485868,0.0222829989265632,14,53.3,1,1,6
-0.59267404500068,-2.88946003686052,-3.7870964058509,0.013719076374955,0.00899902820555724,0.0246126750940703,15,57.4,1,1,6
-0.735022485202023,-2.91637588432056,-3.90596687655619,0.00896857029453553,0.00596124616194601,0.0163702198891872,16,61.5,1,1,6
-0.756157135366201,-2.83620385333946,-3.78551504056039,0.00810058708090028,0.00529669576044894,0.0144722876891747,17,65.6,1,1,6
-1.05349508757243,-2.75020224585976,-3.72571766970332,0.00731243103353668,0.0050270686533956,0.01393928335201,18,69.7,1,1,6
-0.996519746425359,-2.77683081022231,-3.80183220297527,0.00839806159814384,0.00561558380831514,0.0154485330157902,19,73.8,1,1,6
-0.834894746938409,-2.95792812980345,-4.05899562507292,0.00808172656985422,0.00530288797271051,0.0145050415924592,20,77.9,1,1,6
-0.844496321330955,-2.86582197593361,-4.1736663558632,0.00982572290992602,0.00672331287167694,0.0186185337428416,21,82,1,1,6
-0.815677911104272,-2.98634967301673,-4.14879076986809,0.00875044927036504,0.00597688135461019,0.0165432372273169,22,86.1,1,1,6
-0.802993673111697,-2.92597829030501,-4.16962087709361,0.00968834534521871,0.00651388356807845,0.0179485339462833,23,90.2,1,1,6
-0.876401648388585,-2.88571896831317,-4.14753355247315,0.0082310331289526,0.00551136728867215,0.0151678984771941,24,94.3,1,1,6
-0.857605689616629,-2.83982227884449,-4.02754923523707,0.00905687446303892,0.00618430146892202,0.0171159111051372,25,98.4,1,1,6
-0.770708587980496,-2.71426286771358,-3.77185367050691,0.00837614238374848,0.00592802995919734,0.0165646461853749,26,102.5,1,1,6
-0.566529779866026,-2.70337072599641,-3.64770350006458,0.00965538216519109,0.0071482710510246,0.0201931720743394,27,106.6,1,1,6
-0.517987358603832,-2.56159141601848,-3.60700199682444,0.0106562176058471,0.00805229795627401,0.0228509874730357,28,110.7,1,1,6
-0.488866747436879,-2.69141997513332,-3.55704420243329,0.0115908943139595,0.00871905416814708,0.0247186560534467,29,114.8,1,1,6
-0.437413506852278,-2.70684586180234,-3.63961034524531,0.0117390507393893,0.00856082419944072,0.0240987100920502,30,118.9,1,1,6
-0.341956955066908,-2.60755047317981,-3.6251661234186,0.012114730436767,0.00869044570024273,0.0243661824035294,31,123,1,1,6
-0.373330818831859,-2.39998789475096,-3.47798044351296,0.00967630672515355,0.00676866070997376,0.0188566783836334,32,127.1,1,1,6
-0.253464310635539,-2.3418478861024,-3.46681673979222,0.00959208028364726,0.00643948699205761,0.0177464234449271,33,131.2,1,1,6
-0.244936552871135,-2.36434187920286,-3.58198888668783,0.00944064947415856,0.00626693446045419,0.0172030619392196,34,135.3,1,1,6
-0.231733716579448,-2.27875402639056,-3.64922994231463,0.0101661873214631,0.00687669050998507,0.0189840587538344,35,139.4,1,1,6
-0.232496706799139,-2.17377541986045,-3.59916182425428,0.0106639697760156,0.00692604313168117,0.0190129500373875,36,143.5,1,1,6
-0.0548267227569673,-2.2446753672771,-3.42666454122884,0.0106332987754972,0.00678806473978467,0.0185695613868248,37,147.6,1,1,6
0.0337191423261678,-2.36063713805455,-3.62135438244142,0.011614013416883,0.00734344167609722,0.0198884400701977,38,151.7,1,1,6
-0.00999667618414544,-2.28991061792141,-3.66655434281863,0.00962878144129249,0.00620383800714095,0.0169194612367267,39,155.8,1,1,6
-0.137478193743381,-2.17465177855084,-3.59615374499851,0.00816672135840403,0.00538946654856008,0.0150385910628223,40,159.9,1,1,6
0.0667023657175306,-2.24508366882871,-3.52854336613516,0.00747270911171772,0.00493877485673687,0.0138600753214925,41,164,1,1,6
