Position_1,Position_2,Position_3,Amplitude_1,Amplitude_2,Amplitude_3,Frame,Time,SisterPairID,SisterID,movieID
0.876006234770797,3.82243839078142,-0.350366938568295,0.0061842825758534,0.00547232290794103,0.0159769468517249,1,0,1,1,3
1.04034874678262,3.89729103797422,-0.305389136614994,0.0044563789484737,0.00395710029180494,0.0115605715387293,2,2.05,1,1,3
1.11226726074946,3.87672886770124,-0.265342660993301,0.00677604807838924,0.00606607688701435,0.0177443022092463,3,4.1,1,1,3
0.98439598161804,3.80392778215515,-0.321093598108334,0.00832704448036557,0.00757502312057878,0.0222098648356196,4,6.15,1,1,3
0.96729253415873,3.76854108930739,-0.361845711096288,0.00555555611901,0.00519092667022902,0.0152744686025888,5,8.2,1,1,3
0.926210212187397,3.72392709519277,-0.391004854047685,0.00881434470355197,0.00789368775756547,0.0230920318341981,6,10.25,1,1,3
1.07455106526487,3.77703069639178,-0.394286635632041,0.00798803765371892,0.00737733343789501,0.0216759663244241,7,12.3,1,1,3
1.00616603657223,3.77875703389479,-0.477174381389435,0.00876784690531247,0.00812681267674287,0.0238885518277572,8,14.35,1,1,3
0.968768679283732,3.81510808159953,-0.552806370031725,0.00763472318874971,0.00701833035367714,0.0206067917088581,9,16.4,1,1,3
0.897520965515859,3.72807242856695,-0.463382861061684,0.0079163631549316,0.0071198164069204,0.0208408778666319,10,18.45,1,1,3
0.94354813332632,3.71586169236808,-0.527320760916635,0.0063608250006436,0.00569402136649116,0.016655764079331,11,20.5,1,1,3
0.922299826622186,3.73621808020213,-0.48986672849384,0.0065088657291607,0.00566287223463811,0.0164939126261076,12,22.55,1,1,3
0.946180169195509,3.7981600324151,-0.578148874354977,0.00627220607001572,0.00546619984215887,0.0159251471345468,13,24.6,1,1,3
0.943061762463648,3.79287931035408,-0.524311862055673,0.00546073488476794,0.00479551107424066,0.0139878053412542,14,26.65,1,1,3
1.0115785700524,3.88325486899488,-0.427384279253214,0.00611111860446602,0.00551957901334057,0.0161668710175973,15,28.7,1,1,3
1.16077180379944,3.75531824377294,-0.47051674281446,0.00367882548642529,0.00325930384050188,0.00951926358506137,16,30.75,1,1,3
1.25119580292213,3.79696781783868,-0.470017035812225,0.00388135061902382,0.0034967667296762,0.0102383254828657,17,32.8,1,1,3
1.10667716949132,3.77985892062093,-0.522895578478475,0.0045551045739471,0.00401527244902799,0.0117188278926564,18,34.85,1,1,3
1.05592992511708,3.79583946064408,-0.426960950663401,0.00433393318061672,0.00394175303750596,0.0115566533633863,19,36.9,1,1,3
1.10543592530786,3.82773334615889,-0.492542320332729,0.00403370218398202,0.00372038812608904,0.010928992565134,20,38.95,1,1,3
1.12637373903976,3.86583746649364,-0.394775010524424,0.0037540575464586,0.00344465769747466,0.0101109617738542,21,41,1,1,3
1.15599275213659,3.84995010256229,-0.324022750499343,0.00533097125074935,0.00504860075993758,0.0140646052424933,22,43.05,1,1,3
1.20498407391707,3.80401320904626,-0.300115691622103,0.0043100774662297,0.00379503218960323,0.0110739269408525,23,45.1,1,1,3
1.13040481116355,3.84356947472556,-0.321786895350197,0.00431968638210463,0.00380315773731462,0.0110978712431675,24,47.15,1,1,3
1.23085600873292,3.87402888675237,-0.46149040081344,0.00378796254222844,0.00345111680657553,0.0101203822915202,25,49.2,1,1,3
1.13940015440041,3.91583270999642,-0.471706682221422,0.00439535617468175,0.00394622750829987,0.0115482634044141,26,51.25,1,1,3
1.11624883959712,3.87486891409217,-0.571749100264305,0.00425565085730858,0.00378165928382009,0.0110493938040121,27,53.3,1,1,3
0.988319484185368,3.8916379054967,-0.657010068608415,0.00477677595420987,0.00436256007204118,0.012798558373791,28,55.35,1,1,3
1.04686377484203,3.85143268675082,-0.611487095269542,0.00446152562042644,0.00407507516300653,0.0119542971528331,29,57.4,1,1,3
0.885979302476396,4.02311511845308,-0.660054060626633,0.00451706002747292,0.004153500660157,0.0121959371701381,30,59.45,1,1,3
0.784951710933454,4.16502913493198,-0.675488919561125,0.00335169760869641,0.00302088536095242,0.00884589969090955,31,61.5,1,1,3
0.731492057865949,4.07568563841928,-0.652297296512256,0.00396863305008306,0.0036700489736561,0.0107847486617672,32,63.55,1,1,3
0.720619587860511,4.13639874077775,-0.672683792657328,0.00384991161302463,0.00370787598296615,0.0109530923765736,33,65.6,1,1,3
0.790449087361063,4.1435404517982,-0.600325725827096,0.00684745959361519,0.00666864057673885,0.0195746528461473,34,67.65,1,1,3
0.738004219359226,4.08825071059988,-0.603141451811162,0.00505765000328668,0.00482082337093192,0.0142225798864505,35,69.7,1,1,3
0.631500051803002,4.1101512038548,-0.627482566190722,0.00620063397813543,0.0058816696380816,0.0173424356836758,36,71.75,1,1,3
0.611370200196809,4.10705687508946,-0.556041829744811,0.00508512344756249,0.00472939468804045,0.0139085859068605,37,73.8,1,1,3
0.636785670683218,4.09241538049587,-0.599411283816064,0.00667324786657056,0.00613695894863754,0.0180204211149578,38,75.85,1,1,3
0.602701152030286,4.0771347817137,-0.562161682665192,0.00509041577469224,0.00478665214182164,0.0140966254380074,39,77.9,1,1,3
0.775889804797867,4.11102283694112,-0.529779677178117,0.00528904817361883,0.00478954398166122,0.0140334723495474,40,79.95,1,1,3
0.747059004593009,4.05076733019869,-0.59502768523023,0.00696622485655037,0.00647761133187512,0.0190126509832963,41,82,1,1,3
0.599815785634442,4.08495269451019,-0.636370246053418,0.00725545037974706,0.00672048581870056,0.0197522477515825,42,84.05,1,1,3
